poeta	fabula	fpid	line_number_first	line_number_last	numlines	char_numlines	nomen	genus_personae	line_first	line_last	z_old_text	meter_before	meter_after	closure	comments_on_length	comments_other	meter	metertype
Terentius	Phormio	TM001866	497	501	5	1	Geta_Of_Phormio	servcal	adeon ingenio esse duro te atque inexorabili	AN. miseritumst.  PH. ei, veris vincor!  GE. quam uterquest similis sui!	adeon ingenio esse duro te atque inexorabili ut neque misericordia neque precibu’ molliri queas! DO. adeon te esse incogitantem atque inpudentem, Phaedria, me ut phaleratis ducas dictis et meam ductes gratiis! AN. miseritumst.  PH. ei, veris vincor!  GE. quam uterquest similis sui!	ia8	ia8	excl end of speech end of aside	does not appear to be much metrical parallelism in two exclamations; res: 497 2, 498 4, 499 2, 500 3, 501 2	echo of 487-489 and 493-495?;  tr7 for exclamations from each character	tr7	tr
Terentius	Phormio	TM001867	504	514	11	1	Geta_Of_Phormio	servcal	PH. o fortunatissime Antipho.  AN. egone?  PH. quoi quod amas domist.	si non tum dedero, unam praeterea horam ne oppertus sies.	PH. o fortunatissime Antipho.  AN. egone?  PH. quoi quod amas domist. neque cum huiu’ modi umquam [tibi] usu’ venit ut conflictares malo....   (PH) si non tum dedero, unam praeterea horam ne oppertus sies.	ia8	ia8	per end of speech	504 2 res; 505 hard to scan (shorts for usu’ venit); 510-11 parallel vendidit (3, 5, 7, 1), 513-514 extra shorts;  514 2 res	tr7 starts with exclamation	tr7	tr
Terentius	Phormio	TM001868	517	566	50	22	Geta_Of_Phormio	servcal	DO. verba istaec sunt.  AN. Pamphilamne hac urbe privari sines?	PH. qua via istuc facies?  GE. dicam in itinere: modo te hinc amove.	DO. verba istaec sunt.  AN. Pamphilamne hac urbe privari sines?...   PH. qua via istuc facies?  GE. dicam in itinere: modo te hinc amove.	ia8	ia6	per end of scene	3 longs for rejection 517, no res in this line (cf. 515); 523 4 res; 531 an sp an an tr sp tr long;   535 da an an tr; many res throughout this section; 542 longs for sane hercle pulchre suades; 543 no res and longs; 550 longs for contemplamini me, then shorts for quam ob rem?; 551 more longs for Pha’s exile; 553 shorts for A’s response: this contrast works throughout these lines; 557 extra shorts as he asks for money; 558 longs for G’s shock at money; 566 many shorts as G sends A off to girl;  566 remarkable string of shorts for in itinere modo: getting PH off	argument, then Dorio agrees to wait; continues through Phaedria, Antipho despairing, request to Geta, and Geta thinking of  plan: 1st really long tr7 as things are getting moving; 1st long tr7 since Phormio’s entrance at 315	tr7	tr
Terentius	Phormio	TM001871	841	883	43	40	Geta_Of_Phormio	servcal	O Fortuna, o Fors Fortuna, quantis commoditatibus,	AN. vale.  PH. vale, Antipho. bene ita me di ament, factum: gaudeo.	GE. O Fortuna, o Fors Fortuna, quantis commoditatibus,...   AN. vale.  PH. vale, Antipho. bene ita me di ament, factum: gaudeo.	ia8	ia6	per end of scene (exit) last before ia6	res: 841 7 longs to start 1, 842 3, 843 2, 844 4, 845 3, 846 1, 847 1 848 2 849 1 850 3  883 many shorts (3 res)	Geta’s good news; looks like it could be final tr7; then Phormio surprises with his monologue saying he will do more; contrast this with Geta’s first acc. entrance, also overheard by A and other (179ff.)	tr7	tr
Terentius	Phormio	TM002016	179	179	1	1	Geta_Of_Phormio	servcal	nullus es, Geta, nisi iam aliquod tibi consilium celere reperis,	nullus es, Geta, nisi iam aliquod tibi consilium celere reperis,	nullus es, Geta, nisi iam aliquod tibi consilium celere reperis,	ia7	tr7	comma before ita	6 res, ends with shorts for speed —u/—u/—uu/uu—//uu—/uu—/uuu/uu—	 tr8 for opening exclamation; cf. 153, elsewhere; servus currens	tr8	tr
Terentius	Phormio	TM002017	187	188	2	2	Geta_Of_Phormio	servcal	heu me miserum! quom mihi paveo, tum Antipho me excruciat animi:	ei(u)s me miseret, ei nunc timeo, is nunc me retinet: nam absque eo esset,	heu me miserum! quom mihi paveo, tum Antipho me excruciat animi: ei(u)s me miseret, ei nunc timeo, is nunc me retinet: nam absque eo esset,	ia8	tr7	comma before apodosis	187 5 res ——/uu—/—uu/uu—//—u/——/uu—/uu—  187 ictus for eius, ei, not for is, e; echoes in miseret, timeo, retinet; 3 res 3 sets of sp + an ——/uu—/——/uu—//——/uu—/—u/—— note elision of o to is right before diaeresis; then pause after anapests	switch to tr8 for exclamation	tr8	tr
Terentius	Phormio	TM002019	479	480	2	2	Geta_Of_Phormio	servcal	sic habent principia sese ut dico: adhuc tranquilla res est,	GE. mansurusque patruom pater est dum huc adveniat.  AN. quid eum?  GE. ut aibat,	sic habent principia sese ut dico: adhuc tranquilla res est, GE. mansurusque patruom pater est dum huc adveniat.  AN. quid eum?  GE. ut aibat,	ia8	tr7	comma before indirect statement	479 1 res —u/——/uuu/——//—u/——/—u/——  480 5 res and 2 elisions ——/—u/uu—/uu—//——/uu—/uu—/——	tr8 for tranquilla res est, report	tr8	tr
Terentius	Phormio	TM002388	001	152	152	94	Geta_Of_Phormio	servcal	postquam poeta vetu’ poetam non potest	puer, heus.  nemon hoc prodit?  cape, da hoc Dorcio.	postquam poeta vetu’ poetam non potest...   (GE) puer, heus.  nemon hoc prodit?  cape, da hoc Dorcio.	beg. of play	tr8	per end of scene	21-22 illo short twice for L. Lanuvinus; 35 shorts of bonitas, aequanimitas; 110ff. extra shorts for A asking ancilla for girl; 135-6: 2-syllable verbs	prol; Davos mon; Geta tells story to Davos;  information;  I follow Lindsay-Kauer in bracketing 11a	ia6	ia
Terentius	Phormio	TM002389	185	185	1	1	Geta_Of_Phormio	servcal	quod quom audierit, quod eiu’ remedium inveniam iracundiae?	quod quom audierit, quod eiu’ remedium inveniam iracundiae?	quod quom audierit, quod eiu’ remedium inveniam iracundiae?	ia8	ia8	quest	quod on ictus 1 and 3; 4 res, 5 shorts in a row	tr7 for introduction of new thought	tr7	tr
Terentius	Phormio	TM002390	216	230	15	13	Geta_Of_Phormio	servcal	AN. non possum adesse.  GE. ah quid agis?  quo abis Antipho?	GE. succenturiatu’, siquid deficias.  PH. age.	AN. non possum adesse.  GE. ah quid agis?  quo abis Antipho?...   GE. succenturiatu’, siquid deficias.  PH. age.	tr7	tr7	per end of scene entrance	longs start for non possum adesse, then shorts for Geta’s questions	Antipho off, Phaedria & Geta prepare for Dem;  music stops with exit of lover; allows contrast with Demipho's angry entrance	ia6	ia
Terentius	Phormio	TM002391	254	314	61	17	Geta_Of_Phormio	servcal	PH. mi patrue, salve.  DE. salve; sed ubist Antipho?	ut ne inparatu’ sim si veniat Phormio.	PH. mi patrue, salve.  DE. salve; sed ubist Antipho?...   (DE) ut ne inparatu’ sim si veniat Phormio.	tr7	tr7	per end of scene time break	265 2-syllable longs unum quom noris omnis noris.  haud itast.; 303 longs for non, non sic futurumst: non potest	Phaedria explains Ant’s marriage to Demipho;  music stops for greeting, stays off for explanation with eavesdropping; ia6 of PH and GE frame acc of DE, continuing where we left off at 250	ia6	ia
Terentius	Phormio	TM002392	348	464	117	22	Geta_Of_Phormio	servcal	enumquam quoiquam contumeliosius	sed eccum ipsum video in tempore huc se recipere.	enumquam quoiquam contumeliosius...   (GET) sed eccum ipsum video in tempore huc se recipere.	tr7	tr8	per end of scene entrance	348 longs	Phormio argues; Demipho decides to await frater; argument, decision’ picks up where 314 left off;  I call HEG, CRA, and CRI senes, assuming they are contemporaries of DEM; Lindsay-Kauer calls them advocati	ia6	ia
Terentius	Phormio	TM002394	567	712	146	93	Geta_Of_Phormio	servcal	quid? qua profectu’ causa hinc es Lemnum, Chreme,	pater exit: abi, dic esse argentum Phaedriae.	quid? qua profectu’ causa hinc es Lemnum, Chreme,...  (GE) pater exit: abi, dic esse argentum Phaedriae.	tr7	ia8	per end of scene entrance exit	567 no res; 682: Geta what have you done: no res, almost all longs	Demipho and Chremes on daughter; Geta mon; Geta deceives; explains to Antipho;  music stops for entrance of old men: parallels 348; information, with eavesdropping; picks up where 464 left off	ia6	ia
Terentius	Phormio	TM002392	348	464	117	6	Hegio_Of_Phormio	sen	enumquam quoiquam contumeliosius	sed eccum ipsum video in tempore huc se recipere.	enumquam quoiquam contumeliosius...   (GET) sed eccum ipsum video in tempore huc se recipere.	tr7	tr8	per end of scene entrance	348 longs	Phormio argues; Demipho decides to await frater; argument, decision’ picks up where 314 left off;  I call HEG, CRA, and CRI senes, assuming they are contemporaries of DEM; Lindsay-Kauer calls them advocati	ia6	ia
Terentius	Phormio	TM001254	766	794	29	8	Nau	mat	nostrapte culpa facimus ut malis expediat esse,	ut possis cum illa, ne te adulescens mulier defetiget.	nostrapte culpa facimus ut malis expediat esse,...    ut possis cum illa, ne te adulescens mulier defetiget.	ia6	ia8	per end of speech	766 sp ia da ia ia da ia short;  resolutions: 767 1, 768 3, 769 2 770 3, 771 1	Demipho and Geta return from paying Phormio; Demipho sends Geta into house, Geta monologue, Demipho brings Nausistrata; echo (continuation) of 748-764?	ia7	ia
Terentius	Phormio	TM001433	795	819	25	5	Nau	mat	NA. faciam ut iubes.  sed meum virum ex te exire video.  CH. ehem Demipho,	DE. at tu intro abi.  CH. heus ne filii quidem hoc nostri resciscant volo.	NA. faciam ut iubes.  sed meum virum ex te exire video.  CH. ehem Demipho,...    DE. at tu intro abi.  CH. heus ne filii quidem hoc nostri resciscant volo.	ia7	ia7	per end of scene (all exit)	several res in 795; 801 no res, mostly longs for cognatam comperi esse nobis, etc.; 805 ff.: extra shorts, etc. for talking at cross purposes	starts when NA. sees CH. (line continues through his entrance); near revelation; NA removed, CH. brings DE in house; unusual that sed...video should not be at beginning of line with meter change; significant?	ia8	ia
Terentius	Phormio	TM001872	1011	1055	45	26	Nau	mat	Demipho, te appello: nam cum hoc ipso distaedet loqui:	NA. iudex noster?  PH. iam hic faxo aderit.  CANTOR.  vos valete et plaudite!	Demipho, te appello: nam cum hoc ipso distaedet loqui:...   NA. iudex noster?  PH. iam hic faxo aderit.  CANTOR.  vos valete et plaudite!	ia6	end of play	end of play	1011 almost all longs: tr sp sp sp sp sp tr long;  1012 3 res, 1013 3 res: long for address (1011), res for question (1012-1013); 1014 2 res, 1015 1 res, but slows down for ignoscenda. PH. verba fiunt mortuo; 1016-1020: Dem. plea has many res; 1021 4 res for Naus 1st questions; 1022-1025: 0, 1, or 2; 1035 no res for orat confitetur purgat; 1041 3 res and extra shorts in accusation; 1042 no res for nil pudere etc.; 1044 3 neques;	starts for NAU. decision: final tr7 for res Chremes dismissed: has just one verse after switch to tr7: hem quid ais? (1040) when he hears about Phaedria	tr7	tr
Terentius	Phormio	TM002396	884	1010	127	13	Nau	mat	tantam fortunam de inproviso esse his datam!	qui mi, ubi ad uxores ventumst, tum fiunt senes!	tantam fortunam de inproviso esse his datam!...   (NA) qui mi, ubi ad uxores ventumst, tum fiunt senes!	tr7	tr7	excl end of thought	884 all longs except end	Phormio mon; Phormio threatens; Nausistrata hears;  music stops for reaction to news, plan (prologizing); important relayal of information to Nausistrata	ia6	ia
Terentius	Phormio	TM001038	485	485	1	1	Phaedria_Of_Phormio	adulama	Dorio,	Dorio,	Dorio	tr7	ia8	comma, address		(matches occidi at Eun. 292 as longest extra-metric); opening of scene	extrametric	extrametric
Terentius	Phormio	TM001135	163	163	1	1	Phaedria_Of_Phormio	adulama	amore abundas, Antipho.	amore abundas, Antipho.	amore abundas, Antipho.	ia8	ia8	per end of thought before nam	ia ia sp ia;  slows down for conclusion	Terence likes to break ia8 with ia4 at significant moment	ia4	ia
Terentius	Phormio	TM001136	195	195	1	1	Phaedria_Of_Phormio	adulama	PH. revocemus hominem.  AN. sta ilico.  GE. hem	PH. revocemus hominem.  AN. sta ilico.  GE. hem	PH. revocemus hominem.  AN. sta ilico.  GE. hem	tr6cat?; Lindsay calls tr3cat	tr7	enj after hem	an tri sp ia	Lindsay-Kauer’s app. crit: 194-195 revera unus versus (systema)	ia4	ia
Terentius	Phormio	TM001416	160	162	3	2	Phaedria_Of_Phormio	adulama	at non cotidiana cura haec angeret animum, PH. audio.	aliis quia defit quod amant aegrest; tibi quia superest dolet:	at non cotidiana cura haec angeret animum, PH. audio. AN. dum exspecto quam mox veniat qui adimat hanc mi consuetudinem. PH. aliis quia defit quod amant aegrest; tibi quia superest dolet:	tr7	ia4	colon	160 longs start, res for animum;  161 longs start, shorts for veniat, adimat;  162 5 res: 6 shorts in a row;  metrical echoes in quia’ shorts for tibi quia superest	ia8 starts for actual condition, after hypothetical;  could 162 scan as a tr7?;  iambs for AN's conclusion and PH's response: cutting down from tr7 complaint	ia8	ia
Terentius	Phormio	TM001417	164	176	13	9	Phaedria_Of_Phormio	adulama	nam tua quidem hercle certo vita haec expetenda optandaque est.	ut neque mihi [ei(u)s] sit amittendi nec retinendi copia.	nam tua quidem hercle certo vita haec expetenda optandaque est....     (AN) ut neque mihi [ei(u)s] sit amittendi nec retinendi copia.	ia4	ia7	per end of thought last before sed quid hoc est	res: 164 1; 165 5;  169 2 syllable words at end mala fama palam;  172 longs for nostri nosmet paenitet;  176 echoes of amittendi and retinendi	AN and PH. argue	ia8	ia
Terentius	Phormio	TM001421	192	193	2	1	Phaedria_Of_Phormio	adulama	sed ubi Antiphonem reperiam, aut qua quaerere insistam via?	PH. te nominat.  AN. nescioquid magnum hoc nuntio exspecto malum. PH. ah	sed ubi Antiphonem reperiam, aut qua quaerere insistam via? PH. te nominat.  AN. nescioquid magnum hoc nuntio exspecto malum. PH. ah	tr4cat	tr6cat	enjambment after ah	many longs; 192 2 res, 193 1 res	switch to ia8 for searching	ia8	ia
Terentius	Phormio	TM001422	233	251	19	1	Phaedria_Of_Phormio	adulama	revereri saltem! non pudere! o facinus audax, o Geta	quidquid praeter spem eveniet, omne id deputabo esse in lucro.	revereri saltem! non pudere! o facinus audax, o Geta…   quidquid praeter spem eveniet, omne id deputabo esse in lucro.	tr7	tr7	per end of thought last before sed quid cessas	233 res for revereri and facinus, longs for non pudere o;  235 longs for D, shorts for G; 236 longs for defense; 240 3 res as D in aporia; 241ff: few res for DEM’s philosophizing, a few more for Geta’s	Demipho’ s anger and philosophizing, then Geta’s ironic reaction	ia8	ia
Terentius	Phormio	TM001425	486	486	1	1	Phaedria_Of_Phormio	adulama	PH. audi obsecro… Do. non audio.  PH. parumper.. DO. quin omitte me.	PH. audi obsecro… Do. non audio.  PH. parumper.. DO. quin omitte me.	PH. audi obsecro… Do. non audio.  PH. parumper.. DO. quin omitte me.	extrametric	tr7	per end of speech	no res mostly long	ia8 for plea and refusal:  before: extra metric after tr7	ia8	ia
Terentius	Phormio	TM001426	492	492	1	1	Phaedria_Of_Phormio	adulama	PH. nondum mihi credis?  DO. hariolare.  PH. sin fidem do?  DO. fabulae!	PH. nondum mihi credis?  DO. hariolare.  PH. sin fidem do?  DO. fabulae!	PH. nondum mihi credis?  DO. hariolare.  PH. sin fidem do?  DO. fabulae!	ia7	tr7	excl end of speech	2 res	echoes 486; as in Eun, repeated single-line ia8 in middle of play	ia8	ia
Terentius	Phormio	TM001427	496	496	1	1	Phaedria_Of_Phormio	adulama	PH. tu mihi cognatu’, tu parens, tu amicu’, tu…. DO. garri modo.	PH. tu mihi cognatu’, tu parens, tu amicu’, tu…. DO. garri modo.	PH. tu mihi cognatu’, tu parens, tu amicu’, tu…. DO. garri modo.	tr7	tr7	per end of speech	1 res mostly longs; repeated tu off ictus then on	echoes 486 and 492; as in Eun, repeated single-line ia8 in middle of play; each one ends with dismissal by Dorio; in each one PH introduces ia8 with new plea (hear, trust me, I will love you)	ia8	ia
Terentius	Phormio	TM001428	502	503	2	2	Phaedria_Of_Phormio	adulama	neque Antipho alia quom occupatus esset sollicitudine,	PH. tum hoc esse mihi obiectum malum!  AN. ah quid istuc est Phaedria?	PH. neque Antipho alia quom occupatus esset sollicitudine, PH. tum hoc esse mihi obiectum malum!  AN. ah quid istuc est Phaedria?	tr7	tr7	quest end of speech	502 2 res mostly longs;  503 3 res, extra shorts	echoes 486 and 492 and 496; in each one PH introduces ia8 with new thought (hear, trust me, I will love you, not fair aside)	ia8	ia
Terentius	Phormio	TM001580	194	194	1	1	Phaedria_Of_Phormio	adulama	PH. sanus es? GE. domum ire pergam: ibi plurimumst.	PH. sanus es? GE. domum ire pergam: ibi plurimumst.	PH. sanus es? GE. domum ire pergam: ibi plurimumst.	ia8	ia4	per end of speech	tr tr tr da tr long	Lindsay calls this tr3cat; Lindsay-Kauer’s app. crit: 194-195 revera unus versus (systema); Maurach also says this is part of a system	tr6cat	tr
